,ID,DESCRIZIONE ACCESSIBILITA' 1,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 1),VALORE STRINGA1 (ACCESSIBILITA' 1),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 1),VALORE NUMERO1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 1),VALORE DECIMALE1 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 1),VALORE DECIMALE2 (ACCESSIBILITA' 1),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 1),VALORE DECIMALE3 (ACCESSIBILITA' 1),DESCRIZIONE ACCESSIBILITA' 2,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 2),VALORE STRINGA1 (ACCESSIBILITA' 2),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 2),VALORE NUMERO1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 2),VALORE DECIMALE1 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 2),VALORE DECIMALE2 (ACCESSIBILITA' 2),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 2),VALORE DECIMALE3 (ACCESSIBILITA' 2),DESCRIZIONE ACCESSIBILITA' 3,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 3),VALORE STRINGA1 (ACCESSIBILITA' 3),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 3),VALORE NUMERO1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 3),VALORE DECIMALE1 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 3),VALORE DECIMALE2 (ACCESSIBILITA' 3),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 3),VALORE DECIMALE3 (ACCESSIBILITA' 3),DESCRIZIONE ACCESSIBILITA' 4,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 4),VALORE STRINGA1 (ACCESSIBILITA' 4),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 4),VALORE NUMERO1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 4),VALORE DECIMALE1 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 4),VALORE DECIMALE2 (ACCESSIBILITA' 4),DESCRIZIONE DECIMALE3 (ACCESSIBILITA' 4),VALORE DECIMALE3 (ACCESSIBILITA' 4),DESCRIZIONE ACCESSIBILITA' 5,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 5),VALORE STRINGA1 (ACCESSIBILITA' 5),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 5),VALORE NUMERO1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 5),VALORE DECIMALE1 (ACCESSIBILITA' 5),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 5),VALORE DECIMALE2 (ACCESSIBILITA' 5),DESCRIZIONE ACCESSIBILITA' 6,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 6),VALORE STRINGA1 (ACCESSIBILITA' 6),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 6),VALORE NUMERO1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 6),VALORE DECIMALE1 (ACCESSIBILITA' 6),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 6),VALORE DECIMALE2 (ACCESSIBILITA' 6),DESCRIZIONE ACCESSIBILITA' 7,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 7),VALORE STRINGA1 (ACCESSIBILITA' 7),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 7),VALORE NUMERO1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 7),VALORE DECIMALE1 (ACCESSIBILITA' 7),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 7),VALORE DECIMALE2 (ACCESSIBILITA' 7),DESCRIZIONE ACCESSIBILITA' 8,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 8),VALORE STRINGA1 (ACCESSIBILITA' 8),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 8),VALORE NUMERO1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 8),VALORE DECIMALE1 (ACCESSIBILITA' 8),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 8),VALORE DECIMALE2 (ACCESSIBILITA' 8),DESCRIZIONE ACCESSIBILITA' 9,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 9),VALORE STRINGA1 (ACCESSIBILITA' 9),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 9),VALORE NUMERO1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 9),VALORE DECIMALE1 (ACCESSIBILITA' 9),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 9),VALORE DECIMALE2 (ACCESSIBILITA' 9),DESCRIZIONE ACCESSIBILITA' 10,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 10),VALORE STRINGA1 (ACCESSIBILITA' 10),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 10),VALORE NUMERO1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 10),VALORE DECIMALE1 (ACCESSIBILITA' 10),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 10),VALORE DECIMALE2 (ACCESSIBILITA' 10),DESCRIZIONE ACCESSIBILITA' 11,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 11),VALORE STRINGA1 (ACCESSIBILITA' 11),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 11),VALORE NUMERO1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 11),VALORE DECIMALE1 (ACCESSIBILITA' 11),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 11),VALORE DECIMALE2 (ACCESSIBILITA' 11),DESCRIZIONE ACCESSIBILITA' 12,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 12),VALORE STRINGA1 (ACCESSIBILITA' 12),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 12),VALORE NUMERO1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 12),VALORE DECIMALE1 (ACCESSIBILITA' 12),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 12),VALORE DECIMALE2 (ACCESSIBILITA' 12),DESCRIZIONE ACCESSIBILITA' 13,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 13),VALORE STRINGA1 (ACCESSIBILITA' 13),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 13),VALORE NUMERO1 (ACCESSIBILITA' 13),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 13),VALORE DECIMALE1 (ACCESSIBILITA' 13),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 13),VALORE DECIMALE2 (ACCESSIBILITA' 13),DESCRIZIONE ACCESSIBILITA' 14,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 14),VALORE STRINGA1 (ACCESSIBILITA' 14),DESCRIZIONE NUMERO1 (ACCESSIBILITA' 14),VALORE NUMERO1 (ACCESSIBILITA' 14),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 14),VALORE DECIMALE1 (ACCESSIBILITA' 14),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 14),VALORE DECIMALE2 (ACCESSIBILITA' 14),DESCRIZIONE ACCESSIBILITA' 15,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 15),VALORE STRINGA1 (ACCESSIBILITA' 15),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 15),VALORE DECIMALE1 (ACCESSIBILITA' 15),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 15),VALORE DECIMALE2 (ACCESSIBILITA' 15),DESCRIZIONE ACCESSIBILITA' 16,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 16),VALORE STRINGA1 (ACCESSIBILITA' 16),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 16),VALORE DECIMALE1 (ACCESSIBILITA' 16),DESCRIZIONE DECIMALE2 (ACCESSIBILITA' 16),VALORE DECIMALE2 (ACCESSIBILITA' 16),DESCRIZIONE ACCESSIBILITA' 17,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 17),VALORE STRINGA1 (ACCESSIBILITA' 17),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 17),VALORE DECIMALE1 (ACCESSIBILITA' 17),DESCRIZIONE ACCESSIBILITA' 18,DESCRIZIONE STRINGA1 (ACCESSIBILITA' 18),VALORE STRINGA1 (ACCESSIBILITA' 18),DESCRIZIONE DECIMALE1 (ACCESSIBILITA' 18),VALORE DECIMALE1 (ACCESSIBILITA' 18)
701,431,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,200.0,Profondità in cm.,183.0,Altezza wc in cm.,47.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,113.0,Altezza da terra pulsantiera interna in cm.,130.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,110.0,Profondita in cm.,140.0,Apertura porta in cm.,90.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,150.0,Distanza fra porta e controporta in cm.,0.0,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale scorrevole,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,75.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,75.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,262.0,Profondita in cm.,344.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA JACOPO ACONCIO,Distanza dall'ingresso in metri,5.0,,,,,,,,,,,,,,,,,,,
702,541,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA SCOPOLI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,767,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIALE BOLOGNINI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,14,Sportello Bancomat,,,Altezza max sportello (cm),127.0,,,,,,,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,120.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica scorrevole,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA SANTA MARIA MAGGIORE,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,60.0,,,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,245,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,229.0,Profondità in cm.,240.0,Altezza wc in cm.,0.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,,,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,8.0,Lunghezza in cm.,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,267,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,140.0,Profondita in cm.,150.0,Apertura porta in cm.,92.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,238.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno ed esterno,,,Altezza maniglia da terra in cm.,110.0,Forza necessaria per aprirla in kg.,4.0,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,95.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,171.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,281.0,Profondita in cm.,225.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,PIAZZA DANTE,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,30.0,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,246.0,Profondità in cm.,222.0,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,111.0,Altezza da terra pulsantiera interna in cm.,119.0,Servizi igienici - bagno - lavabo fisso,,,Altezza lavabo,79.0,,,,,,,,,,,,,,,,,,,
707,268,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,229.0,Profondità in cm.,165.0,Altezza wc in cm.,50.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,116.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Automatica scorrevole,,,Altezza maniglia da terra in cm.,0.0,Forza necessaria per aprirla in kg.,0.0,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,,,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,84.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA DOGANA,Numero posti macchina riservati,2.0,Distanza dall'ingresso in metri,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,642,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,200.0,Profondità in cm.,200.0,Altezza wc in cm.,43.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,120.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,3.0,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],No,,,,,,,,,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],No,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,80.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,80.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,239.0,Profondita in cm.,154.0,Ingresso - rampa di accesso,Esistenza [Si/No],Si,,,Dislivello in percentuale,8.2,Lunghezza in cm.,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,668,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,190.0,Profondità in cm.,200.0,Altezza wc in cm.,49.5,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,94.0,Altezza da terra pulsantiera interna in cm.,97.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,150.0,Profondita in cm.,154.0,Apertura porta in cm.,90.0,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],lato opposto accostamento,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,80.0,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,80.0,,,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,158.0,Profondita in cm.,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,333,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,100.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,98.0,Forza necessaria per aprirla in kg.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,360,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,100.0,Altezza da terra pulsantiera interna in cm.,100.0,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,160.0,Profondita in cm.,137.0,Apertura porta in cm.,90.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,93.0,Distanza fra porta e controporta in cm.,0.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso interno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,Piazza Centa ,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,20.0,,,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,425,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,90.0,Forza necessaria per aprirla in kg.,2.0,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA POZZO,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,20.0,,,,,Percorribilita interna - rampa/scivolo,Esistenza [Si/No],Si,,,Pendenza in percentuale,43.0,Lunghezza in cm.,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1489,Ingresso - gradini o soglie esterni,Esistenza [Si/No],Si,Numero gradini,1.0,Altezza da terra in cm.,3.0,,,,,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,80.0,,,,,Percorribilita interna  - ascensore - pulsantiera,Esistenza [Si/No],Si,,,Altezza da terra pulsantiera esterna in cm.,115.0,Altezza da terra pulsantiera interna in cm.,90.0,,,Servizi igienici - antibagno - apertura porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Interno,,,Larghezza in cm.,80.0,,,,,Parcheggi riservati alle persone disabili,Indirizzo del parcheggio riservato,VIA FILZI,Numero posti macchina riservati,1.0,Distanza dall'ingresso in metri,40.0,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,110.0,Forza necessaria per aprirla in kg.,5.0,Percorribilita interna  - ascensore - pulsantiera braille,Esistenza [Si/No],Si,,,,,,,Percorribilita interna - ascensore,Esistenza [Si/No],Si,,,Larghezza in cm.,135.0,Profondita in cm.,160.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,90.0,Distanza fra porta e controporta in cm.,0.0,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,238.0,Profondità in cm.,185.0,Servizi igienici - antibagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,240.0,Profondita in cm.,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,1069,Servizi igienici - bagno - lavabo  regolabile,Esistenza [Si/No],Si,,,,,,,,,Servizi igienici - bagno - campanello di chiamata,Esistenza [Si/No],Si,,,,,,,,,Servizi igienici - bagno attrezzato,Esistenza [Si/No],Si,,,,,,,,,Servizi igienici - bagno - specchio regolabile,Esistenza [Si/No],Si,,,,,,,,,Servizi igienici - bagno ,Esistenza [Si/No],Si,,,Larghezza in cm.,248.0,Profondità in cm.,212.0,Servizi igienici - bagno - porta,Verso apertura [Interno/Esterno/Entrambi/Scorrevole],Esterno,,,Larghezza in cm.,85.0,,,Porta d'entrata - apertura,Tipo apertura [Manuale verso interno/Automatica verso interno/Manuale verso esterno/Automatica verso esterno/Manuale scorrevole/Automatica scorrevole/Manuale verso interno ed esterno/Automatica verso interno ed esterno],Manuale verso esterno,,,Altezza maniglia da terra in cm.,100.0,Forza necessaria per aprirla in kg.,0.0,Porta d'entrata - caratteristiche,,,,,Larghezza porta in cm.,170.0,Distanza fra porta e controporta in cm.,0.0,Servizi igienici - bagno dedicato - maniglioni di sostegno,Posizione [entrambi i lati/lato accostamento/lato opposto accostamento],entrambi i lati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
